0.95023,0.94904,0.43993,2.5157,2.5121,1.9576,1.0147,0.26582,-0.3309,0.012384,-0.012566,1.0678,1.0753,0.036676,0.036688,1.2353e-07,0.023896,2.3549e-05,-39.965,-57.787,-31.468,-7.8313,172.79,68355,5.0391e-05,-17.207,-16.421,4.2583,-10.715,-27.49,2.572,3.2935,1.8665,4.955,-2.7682,0.20017,0.23764,1.2645,2.7995,-2.2824,0.31813,0.32344,1.189,2.7859,-1.6112,-0.1109,-0.17438,0.59103,1.8501,-1.4732,-0.044206,0.24218,1.2673,2.0168,-2.3897,0.66821,0.56777,0.57797,2.0303,-0.27195,0.21937,0.31809,0.55976,1.4658,-1.0847,-0.40048,-0.41603,0.41389,0.65355,-1.0943,0.13884,0.13569,0.58938,1.3003,-1.2335,-0.16422,-0.14712,0.4144,0.59694,-1.0644,0.016248,0.032988,0.62078,0.95998,-2.0709,-0.03659,-0.052878,0.35737,1.0803,-0.91129,475.92,459.02,254.53,1544.8,165.35,1227,1202.4,295.64,2007.7,297.44,2182.6,2247.4,503.01,3251.3,1083.5,765.39,699.61,1418.7,1226.3,3374.5,2666.3,7680.4,5009.7,12875,7086.7,645.93,542.54,1024.4,826.06,2199.4,1449.4,5224.7,2992.8,8608.7,4128.2,1496.7,1364.3,2613.5,2298,5460.6,4366,10342,6153.7,18885,8556.3,613.09,517.44,1028.2,724.25,2193.2,1417.7,5765,3736,10370,5196.1,1
1.0495,1.0558,0.40942,2.5377,2.5324,1.9579,0.99784,0.48738,-0.34935,0.019645,-0.019602,0.94199,1.0944,0.051537,0.051537,4.4697e-08,0.036723,-3.646e-06,-37.618,-56.452,-29.482,-5.1652,175.45,72765,5.0391e-05,-16.655,-14.984,4.8818,-9.7218,-28.317,1.5864,2.5405,2.8575,5.1974,-4.2722,0.36964,0.47907,1.3841,2.6856,-2.2791,0.94162,1.0847,1.1792,3.2108,-1.0261,0.044353,-0.10289,0.83732,1.9515,-1.7355,-0.23796,0.075775,0.9801,2.327,-2.3623,0.50598,0.48325,0.54086,2.1759,-0.55281,-0.15781,-0.14926,0.49335,0.8214,-1.5385,-0.39311,-0.46405,0.47231,0.84662,-1.3653,0.24596,0.21693,0.44322,1.2737,-1.1684,-0.22017,-0.21212,0.48325,1.0586,-1.3264,-0.032603,0.017779,0.32074,0.50827,-1.1873,-0.057744,-0.078257,0.43619,1.2685,-1.0687,502.35,469.49,156.13,1237.3,149.42,1314.8,1302.5,357.43,1975.5,554.4,2386.1,2470.8,419.52,3173.4,1396.2,911.97,996.56,1654.5,1548.7,3381.1,2896.6,7940.8,5545.6,12783,7853.7,650.84,648.78,1137.6,1021.8,2721.4,1708.2,5543.4,2907,8144.7,3015.1,1711.8,1451.4,3108.5,2494,7538.6,5540.9,14774,7380.9,22438,13766,721.71,593.24,1240.6,849.71,3016.6,1705.9,7205.5,3774.1,9696.7,4861.9,1
1.1427,1.1306,0.49681,3.2319,3.2275,1.971,1.0091,0.44349,-0.35199,0.011941,-0.01205,0.90722,1.0205,0.036307,0.036313,-3.33e-07,0.023369,1.2643e-05,-40.107,-61.076,-31.383,-5.7502,174.87,38588,5.6689e-05,-17.102,-15.953,4.4347,-9.6052,-30.241,2.3056,2.6941,1.8885,6.0241,-2.7321,0.12436,-0.11228,1.2126,3.5389,-2.0914,0.8432,0.81135,1.3018,3.2025,-1.938,0.41571,0.19809,1.0165,2.8455,-1.6314,-0.044604,-0.049638,0.87826,2.1122,-2.232,0.54874,0.53139,0.56692,2.5096,-0.58404,-0.0046788,-0.11049,0.73283,1.9093,-1.7055,-0.11796,-0.046392,0.55059,1.5371,-1.3902,0.28226,0.29791,0.38865,1.4114,-0.89891,-0.035323,0.04024,0.50247,1.1559,-1.7734,0.20729,0.16725,0.44291,1.5306,-0.89346,-0.21318,-0.18311,0.34965,0.71178,-1.3152,496.81,484.01,124.68,866.15,198.04,1284.8,1215.6,410.26,2279.8,389.43,2126.4,2029.8,491.98,3055.1,1021.3,762.24,629.45,1377.1,964,3222,2142,8588.1,5558.4,14988,8243,709.16,615.06,1139.3,875.84,2709,1813.6,5961.2,3739.1,8732.6,4490.7,1671.8,1665.8,2778.9,2367,5423.1,3335.4,13065,6776,21614,9718.3,683.07,632.85,1156.5,959.9,2670.9,1807.6,5984.7,3036.9,9531.2,4409,1
1.0553,1.0523,0.41015,2.7996,2.7858,1.9849,1.001,0.29516,-0.29135,0.0098287,-0.0098378,0.76205,0.6561,0.029208,0.029202,4.8221e-07,0.018889,1.8361e-06,-47.831,-65.136,-40.054,-12.811,167.81,88200,1.8141e-05,-18.011,-17.591,3.3061,-12.63,-27.125,2.705,3.4434,2.3686,6.1013,-3.1302,0.042653,-0.074978,0.99254,2.3488,-2.1995,-0.097479,-0.14598,0.9334,2.0596,-2.9063,0.16421,0.18326,0.83931,2.1408,-1.9586,0.23539,0.27636,0.60394,1.9944,-1.505,0.49297,0.47678,0.62741,1.9764,-0.93029,-0.16687,-0.18282,0.5234,1.2723,-1.5644,-0.46883,-0.42182,0.50968,0.58743,-1.7655,-0.024674,-0.02649,0.39542,1.0099,-1.1034,-0.014425,0.011742,0.33515,0.74385,-0.96767,0.46495,0.48587,0.44299,1.9385,-0.71263,-0.34318,-0.31676,0.43047,0.90725,-1.8464,505.29,490.15,149.81,1003.4,54.327,1218.2,1215,326.38,1987.2,548.14,1882.3,1713.2,417.2,2947.8,1180.1,817.9,717.09,1525.6,1195,3603.9,2667.9,8435,4767.1,11881,6320.3,643.2,582.42,1101.8,878.74,2521.7,2068.7,6369.8,4946.1,10550,6453.6,1163.3,1206.1,2023.8,1826.6,4952.5,3224.9,13686,6679.9,24296,9566.3,633.05,616.32,1102.2,897.7,2339.7,1606.4,6850.9,3892.2,12572,6075.1,1
1.0432,1.0319,0.44139,2.8403,2.838,1.9807,0.99929,0.27727,-0.35311,0.012185,-0.012176,0.99524,1.2063,0.031042,0.031053,-8.2852e-08,0.022345,-1.3451e-06,-39.891,-61.693,-30.981,-6.6889,173.93,42998,3.7793e-05,-17.882,-17.557,4.0617,-9.2751,-29.942,1.8281,2.1417,2.5782,5.5443,-4.1424,0.32933,0.42899,1.2173,3.5656,-2.705,0.61539,0.39381,1.0102,3.1257,-1.2888,0.44667,0.41456,1.2259,3.1293,-2.6509,-0.16412,0.29509,1.2858,1.8526,-3.2896,0.53585,0.49218,0.64221,2.4802,-1.0156,0.07016,0.076234,0.5566,1.3283,-1.6566,-0.14628,-0.12876,0.44213,1.091,-1.3594,0.40078,0.3493,0.46761,1.8552,-0.99499,-0.1819,-0.16659,0.48552,0.9283,-1.2383,0.070498,0.054844,0.4105,1.3462,-0.93271,0.22501,0.2028,0.37224,1.2243,-0.63006,511.58,451.28,188.74,1365.5,113.72,1422.7,1410.8,401.38,2247.6,353.02,2295,2291.3,458.17,3307.5,984.43,801.44,867.72,1504.3,1452.4,3483.8,2926.1,7910.4,5515.3,14116,8275.8,719.73,608.66,1121.5,890.93,2403.8,1606.6,6035.7,3887.5,9583.3,4932.7,1477.3,1295.4,2392.8,1929.3,4926.8,3173.3,12298,5786.6,22489,9191,813.19,630.23,1327.7,899.81,2963.2,1714.8,6615.1,4343.3,9646.3,5877.2,1
0.94043,0.93522,0.44554,2.6552,2.6492,1.9619,1.0078,0.28268,-0.28784,0.010354,-0.010435,0.91329,0.95595,0.028872,0.028866,-2.95e-07,0.020757,7.8945e-06,-39.745,-59.041,-31.789,-7.4388,173.18,37485,6.9771e-05,-18.495,-16.911,5.0538,-10.148,-27.68,2.7061,3.145,1.748,5.0957,-2.8907,0.48196,0.48795,1.1064,3.2433,-1.6924,0.30291,0.43884,0.96169,2.2629,-1.86,0.4965,0.37833,0.9263,2.7944,-1.5649,0.048573,0.058414,0.77505,2.2799,-1.9937,0.82026,0.8124,0.7546,2.6127,-0.63116,0.057233,0.049647,0.50121,1.3189,-1.2004,-0.1906,-0.15086,0.48404,1.053,-1.2969,0.48758,0.4339,0.57182,2.1218,-0.79945,-0.29772,-0.23705,0.43977,0.55691,-1.4647,0.13554,0.095083,0.39135,1.1354,-0.74052,0.17633,0.15126,0.33703,1.0968,-0.55202,371.91,365.13,148.8,896.9,49.489,1285.2,1250.6,349.34,2191.7,550.85,2057.5,2082.8,468.46,3146.3,963.75,848.34,934.04,1512.4,1483.2,3185.3,2931.9,7820.6,5678.5,13242,8015.6,651.5,617.95,1113.7,966.63,2827.1,1771.2,6197.2,3349.9,8607.7,3576.9,1699.8,1481,3000.7,2497.9,6790.8,5611.6,13506,6644.1,21699,12882,653.8,526.82,1185.3,815.65,3205.2,1875.4,6680.1,3984,8423.9,5260.9,1
1.0696,1.0438,0.46482,2.8194,2.8185,1.9809,0.99963,0.27585,-0.40773,0.014656,-0.014651,1.176,1.0653,0.046804,0.046822,-4.7548e-08,0.026922,-7.1759e-07,-36.527,-55.835,-28.589,-5.8791,174.74,70560,2.0614e-05,-16.767,-15.759,4.3245,-9.6741,-28.501,2.7931,3.0372,1.9598,5.6842,-1.9853,0.073335,-0.17911,1.5649,3.8717,-2.8405,0.21217,0.34679,1.176,2.1479,-3.161,-0.15846,-0.087916,1.1552,2.0967,-3.1577,-0.42067,-0.32001,0.96452,2.0621,-2.8325,0.44921,0.45228,0.73158,2.1009,-1.2783,-0.075955,0.0080554,0.63698,1.5728,-1.5573,-0.066513,-0.081035,0.57555,1.2063,-1.5796,-0.03225,0.00052884,0.61593,1.2283,-1.9388,-0.031278,0.002249,0.44567,1.0941,-1.2444,0.18729,0.17525,0.52138,1.6556,-1.1258,0.00071093,-0.046307,0.45638,1.215,-0.93976,543.87,480.37,199.12,1020.2,177.65,1288.6,1302.7,295.98,1899.9,331.13,2141.5,2231.4,508.56,3064.7,979.64,776.49,650.85,1376,1007.4,3039.3,2011.1,7692.8,4419.8,12628,7032.5,796.46,726.47,1293.7,1034.5,2930,1781.8,6718,4466.4,10224,5592.2,1417.9,1215.8,2604.1,1858.8,6028.2,4128.9,14607,9326.3,25820,14017,743.32,657.08,1206.8,877.15,2697.2,1661.8,6441.9,4234.6,10916,6023.2,1
1.2404,1.2375,0.39967,2.8207,2.8095,1.9795,1.0045,0.76954,-0.75358,0.020908,-0.021004,1.5118,1.4033,0.050768,0.050777,-4.9921e-07,0.043838,1.1918e-05,-37.865,-53.174,-30.683,-3.1384,177.48,57330,1.7443e-05,-16.607,-15.417,3.9458,-9.3851,-26.68,1.5582,2.0377,2.1476,5.5119,-2.9295,0.32714,0.48754,1.3234,3.7981,-3.8141,0.45848,0.60696,1.2549,2.7809,-2.905,0.29497,0.59691,1.4417,2.9035,-2.7247,-0.13536,0.0086687,1.0166,2.1133,-3.6999,0.26209,0.1232,0.58815,2.7267,-1.345,-0.052374,-0.018442,0.57453,1.362,-1.6726,0.028891,-0.055127,0.71771,1.6434,-1.6746,0.11205,0.091232,0.41767,1.2692,-1.1264,-0.18584,-0.22297,0.40682,1.2221,-1.368,0.087165,0.058843,0.43472,1.5888,-1.2487,-0.041734,-0.042153,0.32537,0.77472,-1.0407,505.87,441.81,235.38,1562.4,99.351,1306.6,1272.3,436.39,2766.1,303.18,2259.5,2310.4,476.79,3714.7,1076.1,752.92,588.89,1387.9,953.65,3177.8,2112.1,7686.4,4207.1,11402,6492.2,721.71,636.25,1060,912.93,2202.6,1681.9,5411.9,3560.6,8324.7,4364.1,1497.3,1331,2593.4,2041.4,5912.9,4042.2,15199,8670.1,27038,12801,739.65,657.92,1147.4,937.88,2703.2,1839.7,7758.7,4918.9,13410,6969.2,1
1.0385,1.0259,0.44486,2.6118,2.6071,1.9707,1.0046,0.4403,-0.52816,0.014043,-0.014109,1.0549,1.0625,0.042121,0.04212,-2.0647e-07,0.025513,8.7754e-06,-38.648,-53.984,-31.582,-8.5534,172.06,79380,2.5195e-05,-16.355,-15.658,3.6328,-9.837,-27.206,2.3531,2.6432,2.1945,6.4103,-3.1477,0.12284,0.14991,1.0201,2.8883,-1.8296,0.16195,0.13081,1.3788,3.0744,-2.9289,0.34404,0.29514,1.1858,2.628,-2.0927,-0.39357,-0.30194,0.82569,1.372,-2.9129,0.15287,0.13107,0.80928,1.9336,-2.0133,0.32486,0.294,0.54402,1.3785,-1.2467,-0.036672,-0.044308,0.52587,1.1598,-1.2817,-0.10674,-0.057998,0.51249,1.3314,-1.3155,-0.269,-0.21265,0.46973,0.8095,-1.821,-0.071923,-0.030839,0.44093,0.81241,-1.2607,-0.1957,-0.20631,0.4696,1.0594,-1.2857,473.25,441.35,164.98,1032.2,146.79,1249.2,1186.1,397.28,2473.3,368.01,2193.9,2264.7,449.28,3218,1056.4,840.14,819.13,1493.8,1285.4,3322.4,2357.8,7596.5,4479.3,12280,5623.8,776.86,658.84,1376.1,962.47,3142.7,1819,6724.4,3385.3,9491.7,4065.9,1134.6,892.53,2217.8,1591.7,5302.3,3220.7,13767,7240.3,22738,14290,786.72,655.57,1531.1,1038.7,3669,2221.2,6496.1,3346.9,8914,4436.5,1
1.0593,1.0604,0.41991,2.7909,2.7826,1.9826,1.0132,0.59229,-0.52668,0.01218,-0.012341,0.93352,0.88781,0.032243,0.032262,-2.1204e-07,0.025759,1.8447e-05,-39.574,-59.249,-32.356,-10.148,170.47,74970,2.2676e-05,-18.411,-17.394,4.5361,-11.044,-29.812,1.7192,1.8078,2.3746,5.7869,-3.9531,0.54083,0.61078,1.0165,3.061,-2.1142,0.86424,0.73342,1.0937,3.0179,-1.4989,0.59557,0.64352,1.0895,2.6164,-2.1838,-0.10678,0.11906,0.9314,1.9711,-3.2175,0.40795,0.37769,0.78225,2.6441,-1.2136,0.23052,0.29595,0.5539,1.9105,-1.2548,0.20692,0.30459,0.70202,1.6965,-1.5657,-0.09227,-0.06622,0.4663,1.3897,-1.4013,-0.0011625,-0.06147,0.54004,1.7268,-1.4858,0.20718,0.21298,0.41761,1.215,-1.2547,0.021896,0.0089887,0.37686,1.2014,-0.84879,433.44,397.38,168.68,1167.5,139.97,1390.9,1337.6,461.17,2512.9,307.86,2285,2411.4,478.45,3431.4,1029.5,867.88,732.24,1618,1207.9,3728.4,2313.2,8593.5,4606.1,13772,6917.8,705.91,572.2,1156.8,855,2585.2,1597,6410.4,3292.6,10411,4567.1,1236.6,982.03,2270.4,1516.4,5287.3,3021.7,12685,7421.1,20804,13859,754.61,634.3,1373.3,953.15,3215.5,1863.4,6747,3318.2,10874,4035,1
